"","School","Course","Course_code","Unit","Unit_code","Outcomes","Overview","description"
"198","uade","Master of Data Science (Applied) [Online] (MDS(App))","MDSA","Applied Data Science","DATA 7202OL","Upon completion of this course/subject, students will be able to:Recommend methodologies for the use of data science in business/ in modern organisations and societies
Evaluate data science use to describe best practice in modern organisations and societies
Analyse issues associated with the use of data for solving complex problems
Evaluate the tools used in the data science community for reporting on data analysis.
Critique data science solutions against recommended methodologies and best practice, identifying areas for improvement.
","An introduction to the role and application of data science in modern organisations and society. Case studies will be used to demonstrate current best practice as well as common pitfalls. Processes for data collection, analysis, verification and validation. The use of data for modelling, prediction and decision support. An overview of widely used tools for data analysis and modelling.","An introduction to the role and application of data science in modern organisations and society. Case studies will be used to demonstrate current best practice as well as common pitfalls. Processes for data collection, analysis, verification and validation. The use of data for modelling, prediction and decision support. An overview of widely used tools for data analysis and modelling. Upon completion of this course/subject, students will be able to:Recommend methodologies for the use of data science in business/ in modern organisations and societies
Evaluate data science use to describe best practice in modern organisations and societies
Analyse issues associated with the use of data for solving complex problems
Evaluate the tools used in the data science community for reporting on data analysis.
Critique data science solutions against recommended methodologies and best practice, identifying areas for improvement.
"
"199","uade","Master of Data Science (Applied) [Online] (MDS(App))","MDSA","Working with Big Data","DATA 7203OL","On successful completion of this course, students will be able to:1
Explain algorithms for big data sets and methodologies in the context of data mining.
2
Interpret algorithms for particular classes of big data problems.
3
Develop and integrate algorithms as a part of software development for mining big data.
4
Presentation and critical review of research outcomes.
5
Utilise contemporary technologies and practices to effectively handle big datasets.
","Use big data tools to explore large data sets. Discover practical algorithms used for solving problems when mining of massive datasets. It focuses on parallel algorithmic techniques that are used for large datasets in the area of cloud computing. Furthermore, stream processing algorithms for data streams that arrive constantly, page ranking algorithms for web search, and online advertisement systems are studied in detail.","Use big data tools to explore large data sets. Discover practical algorithms used for solving problems when mining of massive datasets. It focuses on parallel algorithmic techniques that are used for large datasets in the area of cloud computing. Furthermore, stream processing algorithms for data streams that arrive constantly, page ranking algorithms for web search, and online advertisement systems are studied in detail. On successful completion of this course, students will be able to:1
Explain algorithms for big data sets and methodologies in the context of data mining.
2
Interpret algorithms for particular classes of big data problems.
3
Develop and integrate algorithms as a part of software development for mining big data.
4
Presentation and critical review of research outcomes.
5
Utilise contemporary technologies and practices to effectively handle big datasets.
"
"200","uade","Master of Data Science (Applied) [Online] (MDS(App))","MDSA","Applications of Data Science","DATA 7301OL","Upon completion of this course/subject, students will be able to:Generate unsupervised and supervised methods to gain Information to bring about solutions
Formulate a range of regression methods as part of supervised learning
Formulate a range of classification methods as part of supervised learning
Construct tree methods to map non-linear relationships as part of supervised learning
Investigate the role of machine learning method in support of all the other techniques
","A practical introduction to data modelling, analysis and prediction using contemporary software packages. An overview of common techniques and their implementation in software libraries. Selection of tools and techniques that are appropriate for different types and scale of data. Validation and interpretation of process outputs.","A practical introduction to data modelling, analysis and prediction using contemporary software packages. An overview of common techniques and their implementation in software libraries. Selection of tools and techniques that are appropriate for different types and scale of data. Validation and interpretation of process outputs. Upon completion of this course/subject, students will be able to:Generate unsupervised and supervised methods to gain Information to bring about solutions
Formulate a range of regression methods as part of supervised learning
Formulate a range of classification methods as part of supervised learning
Construct tree methods to map non-linear relationships as part of supervised learning
Investigate the role of machine learning method in support of all the other techniques
"
"201","uade","Master of Data Science (Applied) [Online] (MDS(App))","MDSA","Real Data: Modern Methods for Finding Hidden Patterns","DATA 7302OL","create a predictive model for classification (predict classes) from real data using the TidyModels package in R
create a predictive model for regression (predict numbers) from real data using the TidyModels package in R
identify when predictive modelling is not giving accurate predictions due to overfitting
apply cross-validation to avoid overfitting
contrast the performance of prediction models to assess their viability
analyse unsupervised data to find the patterns and represent the patterns visually
communicate results of the interpretation and analysis of predictive modelling.
","This course builds upon DATA 7201OL Data Taming, to introduce advanced modern techniques for extracting meaningful information from real-world, messy datasets. The course covers methods such as generalised linear models, classification, advanced regression techniques, and unsupervised statistical learning. A particular focus will be data wrangling techniques for non-standard, big, ?messy data?: natural language processing, networks and longitudinal data. The course teaches advanced R programming techniques for data science.","This course builds upon DATA 7201OL Data Taming, to introduce advanced modern techniques for extracting meaningful information from real-world, messy datasets. The course covers methods such as generalised linear models, classification, advanced regression techniques, and unsupervised statistical learning. A particular focus will be data wrangling techniques for non-standard, big, ?messy data?: natural language processing, networks and longitudinal data. The course teaches advanced R programming techniques for data science. create a predictive model for classification (predict classes) from real data using the TidyModels package in R
create a predictive model for regression (predict numbers) from real data using the TidyModels package in R
identify when predictive modelling is not giving accurate predictions due to overfitting
apply cross-validation to avoid overfitting
contrast the performance of prediction models to assess their viability
analyse unsupervised data to find the patterns and represent the patterns visually
communicate results of the interpretation and analysis of predictive modelling.
"
"202","uade","Master of Data Science (Applied) [Online] (MDS(App))","MDSA","Mathematical Foundations of Data Science","MATHS 7027OL","On successful completion of this course students will be able to:1. Explain basic mathematical concepts in data science, relating to linear algebra, probability, and calculus.2. Employ methods related to these concepts in a variety of data science applications.3. Apply logical thinking to problem-solving in context.4. Demonstrate skills in writing mathematics.","This course introduces fundamental mathematical concepts relevant to computer science and provides a basis for further postgraduate study in data science, statistical machine learning, and cybersecurity. Topics covered are probability: sets, counting, probability axioms, Bayes theorem; optimisation and calculus: differentiation, integration, functions of several variables, series approximations; linear algebra: vector and matrices, matrix algebra, vector spaces; discrete mathematics and statistics: linear regression, linear least squares, regularisation. Applications of the theory to data science and machine learning will be developed.","This course introduces fundamental mathematical concepts relevant to computer science and provides a basis for further postgraduate study in data science, statistical machine learning, and cybersecurity. Topics covered are probability: sets, counting, probability axioms, Bayes theorem; optimisation and calculus: differentiation, integration, functions of several variables, series approximations; linear algebra: vector and matrices, matrix algebra, vector spaces; discrete mathematics and statistics: linear regression, linear least squares, regularisation. Applications of the theory to data science and machine learning will be developed. On successful completion of this course students will be able to:1. Explain basic mathematical concepts in data science, relating to linear algebra, probability, and calculus.2. Employ methods related to these concepts in a variety of data science applications.3. Apply logical thinking to problem-solving in context.4. Demonstrate skills in writing mathematics."
"203","uade","Master of Data Science (Applied) [Online] (MDS(App))","MDSA","Data Science Research Project","DATA 7303AOL","Upon completion of this course, students will be able to:1. Identify a current problem in data science in an area of specialisation (real-world industry context, involving large-scale data analysis).2. Develop an appropriate research question, design and scopean applied research project with clear milestones.3. Position your proposed research within the wider literature and industry context.4. Select relevant research methodologies consistent with the principles, best-practice tools, techniques, and theories of data science.5. Apply the requirements of research to be socially responsible and comply with professional and ethical standards.6. Demonstrate an ability to learn, work and plan independently.","Undertake an individual applied research project based within a workplace or industry context. This can form part of your portfolio you use for future job applications.","Undertake an individual applied research project based within a workplace or industry context. This can form part of your portfolio you use for future job applications. Upon completion of this course, students will be able to:1. Identify a current problem in data science in an area of specialisation (real-world industry context, involving large-scale data analysis).2. Develop an appropriate research question, design and scopean applied research project with clear milestones.3. Position your proposed research within the wider literature and industry context.4. Select relevant research methodologies consistent with the principles, best-practice tools, techniques, and theories of data science.5. Apply the requirements of research to be socially responsible and comply with professional and ethical standards.6. Demonstrate an ability to learn, work and plan independently."
"204","uade","Master of Data Science (Applied) [Online] (MDS(App))","MDSA","Data Science Research Project B","DATA 7303BOL","On successful completion of this course students will be able to:1. Gain exposure to research in an area of data science.2. Learn to interpret and assess literature related to a current research topic in data science.3. Learn how to implement and experiment with data analytics algorithms.4. Learn how to present data analysis results and write reports.5. Learn to work and plan independently.","Undertake an individual applied research project based within a workplace or industry context. This can form part of your portfolio you use for future job applications.","Undertake an individual applied research project based within a workplace or industry context. This can form part of your portfolio you use for future job applications. On successful completion of this course students will be able to:1. Gain exposure to research in an area of data science.2. Learn to interpret and assess literature related to a current research topic in data science.3. Learn how to implement and experiment with data analytics algorithms.4. Learn how to present data analysis results and write reports.5. Learn to work and plan independently."
"205","anu","Master of Applied Data Analytics","830812","Data Mining","COMP8410","Critically analyse and justify the steps involved in the data mining process, Anticipate and identify data issues related to data mining, Research, test and apply the principal algorithms and techniques used in data mining, Justify suitable techniques to use for a given data mining problem, Appraise and reflect upon the results of a data mining project using suitable measurements, Investigate application areas and current research directions of data mining, Reflect upon ethical and social impacts of data mining.","Massive amounts of data are being collected by public and private organisations, and research projects, while the Internet provides a very large source of information about almost every aspect of human life and society. Analysing such data can provide significant benefits to an organisation. This course provides a practical focus on the technology and research in the area of data mining. It focuses on the algorithms and techniques and less on the mathematical and statistical foundations.","Massive amounts of data are being collected by public and private organisations, and research projects, while the Internet provides a very large source of information about almost every aspect of human life and society. Analysing such data can provide significant benefits to an organisation. This course provides a practical focus on the technology and research in the area of data mining. It focuses on the algorithms and techniques and less on the mathematical and statistical foundations. Critically analyse and justify the steps involved in the data mining process, Anticipate and identify data issues related to data mining, Research, test and apply the principal algorithms and techniques used in data mining, Justify suitable techniques to use for a given data mining problem, Appraise and reflect upon the results of a data mining project using suitable measurements, Investigate application areas and current research directions of data mining, Reflect upon ethical and social impacts of data mining."
"206","anu","Master of Applied Data Analytics","830812","Data Wrangling","COMP8430","Critically reflect upon different data sources, types, formats, and structures, Research, justify and apply data cleaning, preprocessing, and standardisation for data analytics, Apply data integration concepts and techniques to heterogeneous and distributed data, Interpret, assess and discuss data quality measurements, Research and justify advanced data wrangling, data integration, and database techniques as relevant to data analytics","Real-world data are commonly messy, distributed, and heterogeneous. This course introduces core concepts of data cleaning and standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics.","Real-world data are commonly messy, distributed, and heterogeneous. This course introduces core concepts of data cleaning and standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics. Critically reflect upon different data sources, types, formats, and structures, Research, justify and apply data cleaning, preprocessing, and standardisation for data analytics, Apply data integration concepts and techniques to heterogeneous and distributed data, Interpret, assess and discuss data quality measurements, Research and justify advanced data wrangling, data integration, and database techniques as relevant to data analytics"
"207","anu","Master of Applied Data Analytics","830812","Introduction to Social Science Methods and Types of Data","SOCR8201","discuss in broad terms the main social and behavioural theories and their evidence base; specify a research question that is answerable using empirical methods; propose a clear research design that can provide the information required to inform policy, business and service delivery decisions; understand the assumptions, strengths and limitations of the main techniques for collecting data; and comprehend the particular issues related to researching vulnerable populations.","This course provides an introduction to the main empirical social science methods, types of data, and techniques for collecting social science data. The course will provide students with the skills to apply social science methods to the generation and analysis of data to inform policy, business and service delivery decisions.Content will cover: overview of main social and behavioural theories (rational choice; nudge and behavioural insights; complexity theory), introduction to research design (observational designs; intervention and experimental designs and action research), techniques for collecting data (quantitative surveys; qualitative interviews; behavioural and experience methods), measurement issues, participatory approaches to research, vulnerable populations, and ethics and privacy considerations.","This course provides an introduction to the main empirical social science methods, types of data, and techniques for collecting social science data. The course will provide students with the skills to apply social science methods to the generation and analysis of data to inform policy, business and service delivery decisions.Content will cover: overview of main social and behavioural theories (rational choice; nudge and behavioural insights; complexity theory), introduction to research design (observational designs; intervention and experimental designs and action research), techniques for collecting data (quantitative surveys; qualitative interviews; behavioural and experience methods), measurement issues, participatory approaches to research, vulnerable populations, and ethics and privacy considerations. discuss in broad terms the main social and behavioural theories and their evidence base; specify a research question that is answerable using empirical methods; propose a clear research design that can provide the information required to inform policy, business and service delivery decisions; understand the assumptions, strengths and limitations of the main techniques for collecting data; and comprehend the particular issues related to researching vulnerable populations."
"208","anu","Master of Applied Data Analytics","830812","Using Data to Answer Policy Questions and Evaluate Policy","SOCR8202","explain issues of causal inference and attribution; specify a research question related to policy evaluation that is answerable using empirical methods; communicate and critique existing policy evaluations in a rigorous manner; understand the assumptions, strengths and limitations of the main techniques for evaluating policies; use statistical software for applying impact evaluation techniques; and conduct empirical research using modern econometric techniques for policy evaluation.","This course will provide students with a range of analytical techniques that can be used to answer policy and service delivery questions and how to measure the impact of policy. It will cover four key aspects of policy evaluations- Causation: Did the program or policy have a direct impact on the outcome or outcomes of interest?- Attribution: What was it about the program or policy that led to that impact?- Implementation: What can be learned about how was the program or policy delivered?- Documentation: How can key aspects of the evaluation be reported to an academic and policy audience?","This course will provide students with a range of analytical techniques that can be used to answer policy and service delivery questions and how to measure the impact of policy. It will cover four key aspects of policy evaluations- Causation: Did the program or policy have a direct impact on the outcome or outcomes of interest?- Attribution: What was it about the program or policy that led to that impact?- Implementation: What can be learned about how was the program or policy delivered?- Documentation: How can key aspects of the evaluation be reported to an academic and policy audience? explain issues of causal inference and attribution; specify a research question related to policy evaluation that is answerable using empirical methods; communicate and critique existing policy evaluations in a rigorous manner; understand the assumptions, strengths and limitations of the main techniques for evaluating policies; use statistical software for applying impact evaluation techniques; and conduct empirical research using modern econometric techniques for policy evaluation."
"209","anu","Master of Applied Data Analytics","830812","Regression Modelling","STAT6038","Demonstrate a thorough understanding of the R statistical computing language, particularly the graphical capabilities; Fit simple linear regression models, interpret model parameters and relate theses back to the underlying research question; Analyse and interpret relationships between a response variable and a covariate; Analyse and interpret relationships between a response variable and several covariates; Assess and refine simple and multiple linear regression models based on diagnostic measures, including identifying and discuss the implications of outlying and influential data points; and, Select and discuss a useful multiple linear regression model from a number of competing models.","Regression Modelling is a course in applied statistics that studies the use of linear regression techniques for examining relationships between variables. The course emphasises the principles of statistical modelling through the iterative process of fitting a model, examining the fit to assess imperfections in the model and suggest alternative models, and continuing until a satisfactory model is reached. Both steps in this process require the use of a computer: model fitting uses various numerical algorithms, and model assessment involves extensive use of graphical displays. The R statistical computing package is used as an integral part of the course.","Regression Modelling is a course in applied statistics that studies the use of linear regression techniques for examining relationships between variables. The course emphasises the principles of statistical modelling through the iterative process of fitting a model, examining the fit to assess imperfections in the model and suggest alternative models, and continuing until a satisfactory model is reached. Both steps in this process require the use of a computer: model fitting uses various numerical algorithms, and model assessment involves extensive use of graphical displays. The R statistical computing package is used as an integral part of the course. Demonstrate a thorough understanding of the R statistical computing language, particularly the graphical capabilities; Fit simple linear regression models, interpret model parameters and relate theses back to the underlying research question; Analyse and interpret relationships between a response variable and a covariate; Analyse and interpret relationships between a response variable and several covariates; Assess and refine simple and multiple linear regression models based on diagnostic measures, including identifying and discuss the implications of outlying and influential data points; and, Select and discuss a useful multiple linear regression model from a number of competing models."
"210","anu","Master of Applied Data Analytics","830812","Generalised Linear Models","STAT7030","Explain in detail the role of generalised linear modelling techniques (GLMs) in modern applied statistics and implement methodology; Demonstrate an in-depth understanding of the underlying assumptions for GLMs and perform diagnostic checks whilst identifying potential problems; and Perform statistical analyses using statistical software, incorporating underlying theory and methodologies.","This course is intended to introduce students to generalised linear modelling methods, with emphasis on, but not limited to, common methods for analysing categorical data. Topics covered include a review of multiple linear regression and the analysis of variance, log-linear models for contingency tables, logistic regression for binary response data, Poisson regression, model selection and model checking , mixed effects models. Additional topics may include Bayesian analysis for generalized linear models and generalized mixed effect models.","This course is intended to introduce students to generalised linear modelling methods, with emphasis on, but not limited to, common methods for analysing categorical data. Topics covered include a review of multiple linear regression and the analysis of variance, log-linear models for contingency tables, logistic regression for binary response data, Poisson regression, model selection and model checking , mixed effects models. Additional topics may include Bayesian analysis for generalized linear models and generalized mixed effect models. Explain in detail the role of generalised linear modelling techniques (GLMs) in modern applied statistics and implement methodology; Demonstrate an in-depth understanding of the underlying assumptions for GLMs and perform diagnostic checks whilst identifying potential problems; and Perform statistical analyses using statistical software, incorporating underlying theory and methodologies."
"211","anu","Master of Applied Data Analytics","830812","Graphical Data Analysis","STAT7026","Demonstrate detailed knowledge of the R statistical computing language, particularly graphical capabilities; Explain in detail and be able to apply the principles of good data representation; Explain in detail and be able to use various graphics environments, interactive graphics and graphics objects; Construct graphical representations of one dimensional data; Construct graphical representations for multivariate data including scatterplots, and dynamic graphics; Use diagnostic plots when conducting statistical modelling to explore and refine statistical models for data, including detailed explanations of such use; and Construct and interpret graphical displays for dependent data.","This course introduces the principles of data representation, summarisation and presentation with particular emphasis on the use of graphics. The course will use the R Language in a modern computing environment. Topics to be discussed include:","This course introduces the principles of data representation, summarisation and presentation with particular emphasis on the use of graphics. The course will use the R Language in a modern computing environment. Topics to be discussed include: Demonstrate detailed knowledge of the R statistical computing language, particularly graphical capabilities; Explain in detail and be able to apply the principles of good data representation; Explain in detail and be able to use various graphics environments, interactive graphics and graphics objects; Construct graphical representations of one dimensional data; Construct graphical representations for multivariate data including scatterplots, and dynamic graphics; Use diagnostic plots when conducting statistical modelling to explore and refine statistical models for data, including detailed explanations of such use; and Construct and interpret graphical displays for dependent data."
"212","anu","Master of Applied Data Analytics","830812","Introductory Statistics for Business and Finance","STAT7055","Explain and use basic financial statistical techniques and concepts to analyse financial and investment data; Solve problems using the principles of probability; Recognise and use different statistical distributions; Perform calculations and interpret results of a variety of estimation techniques; Conduct and explain the results of a hypothesis test; Carry out and interpret an analysis of variance test and compare the difference between two or more sets of data; and, Apply and interpret regression models.","This course aims to facilitate an understanding of basic statistical techniques used for the analysis of financial and investment data.","This course aims to facilitate an understanding of basic statistical techniques used for the analysis of financial and investment data. Explain and use basic financial statistical techniques and concepts to analyse financial and investment data; Solve problems using the principles of probability; Recognise and use different statistical distributions; Perform calculations and interpret results of a variety of estimation techniques; Conduct and explain the results of a hypothesis test; Carry out and interpret an analysis of variance test and compare the difference between two or more sets of data; and, Apply and interpret regression models."
"213","anu","Master of Applied Data Analytics","830812","Relational Databases","COMP6240","Describe the basic concepts of the relational model and understand its mathematical foundation; Use the SQL language to define, query and manipulate a relational database; Apply conceptual database modelling methods such as entity-relationship model to design a relational database; Apply database design methods on functional dependencies and normal forms to evaluate the quality of a relational database design; Understand query processing and optimization, transaction and security management in a relational database management system. Understand the state of the art of database management systems, and big data management challenges (Amazon's Dynamo, Google's BigTable, MongoDB and MapReduce).","This course is an introduction to relational databases and the general skills for designing and using them. The topics include the relational data model, SQL, entity-relationship model,functional dependencies,(de-)normalisation, relational algebra, query processing and optimisation, database transactions and security. To deepen the understanding of relational databases, the current industry development of database systems such as NoSQL databases will be introduced at the end of this course.    ","This course is an introduction to relational databases and the general skills for designing and using them. The topics include the relational data model, SQL, entity-relationship model,functional dependencies,(de-)normalisation, relational algebra, query processing and optimisation, database transactions and security. To deepen the understanding of relational databases, the current industry development of database systems such as NoSQL databases will be introduced at the end of this course.     Describe the basic concepts of the relational model and understand its mathematical foundation; Use the SQL language to define, query and manipulate a relational database; Apply conceptual database modelling methods such as entity-relationship model to design a relational database; Apply database design methods on functional dependencies and normal forms to evaluate the quality of a relational database design; Understand query processing and optimization, transaction and security management in a relational database management system. Understand the state of the art of database management systems, and big data management challenges (Amazon's Dynamo, Google's BigTable, MongoDB and MapReduce)."
"214","anu","Master of Applied Data Analytics","830812","Introduction to Database Concepts","COMP7240","Interpret and explain the basic concepts of the relational model and understand its mathematical foundation, Apply SQL language to define, query and manipulate a relational database, Apply conceptual database modelling methods such as entity-relationship model to design a relational database, Research, justify and apply database design methods on functional dependencies and normal forms to evaluate the quality of a relational database design, Interpret and discuss query processing and optimisation, transaction and security management in a relational database management system, Reflect upon state of the art of database management systems and big data management challenges.","This course is an introduction to database concepts and the general skills for designing and using databases, with a focus on relational database concepts and techniques. Current industry developments of database systems such as NoSQL databases will be introduced at the end of the course.","This course is an introduction to database concepts and the general skills for designing and using databases, with a focus on relational database concepts and techniques. Current industry developments of database systems such as NoSQL databases will be introduced at the end of the course. Interpret and explain the basic concepts of the relational model and understand its mathematical foundation, Apply SQL language to define, query and manipulate a relational database, Apply conceptual database modelling methods such as entity-relationship model to design a relational database, Research, justify and apply database design methods on functional dependencies and normal forms to evaluate the quality of a relational database design, Interpret and discuss query processing and optimisation, transaction and security management in a relational database management system, Reflect upon state of the art of database management systems and big data management challenges."
"215","anu","Master of Applied Data Analytics","830812","Programming for Scientists","COMP6730","Design, write and debug small programs to solve practical problems of a scientific nature. Have a practical understanding of the processing of scientific data. Be able to describe and design small computer programs using both procedural and object-oriented methodologies. Have an awareness of good program organisation. Have an understanding of some widely-used algorithms. Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.","This course teaches introductory programming within a problem solving framework applicable to the sciences. The course emphasizes technical programming, the simulation of scientific systems and the processing of scientific data. There is an emphasis on designing and writing correct code. Testing and debugging are seen as integral to the programming enterprise. Both top-down and object oriented design are taught. There will be an introduction to widely-used computer science algorithms and to machine architecture. The course will be taught using one or more programming languages which are widely applicable to scientific work.","This course teaches introductory programming within a problem solving framework applicable to the sciences. The course emphasizes technical programming, the simulation of scientific systems and the processing of scientific data. There is an emphasis on designing and writing correct code. Testing and debugging are seen as integral to the programming enterprise. Both top-down and object oriented design are taught. There will be an introduction to widely-used computer science algorithms and to machine architecture. The course will be taught using one or more programming languages which are widely applicable to scientific work. Design, write and debug small programs to solve practical problems of a scientific nature. Have a practical understanding of the processing of scientific data. Be able to describe and design small computer programs using both procedural and object-oriented methodologies. Have an awareness of good program organisation. Have an understanding of some widely-used algorithms. Have an understanding of practical aspects of machine architecture including finite precision and rounding errors."
"216","anu","Master of Applied Data Analytics","830812","Introduction to Programming for Data Scientists","COMP7230","Describe basic data types, operators, functions and the flow of execution in Python Articulate appropriate Web queries to retrieve existing solutions to programming problems Apply fundamental programming concepts, using the Python high-level general-purpose programming language, to solve data processing problems Critically implement fundamental data structures in Python for data cleaning, indexing, querying, sorting, aggregating and merging operations Appraise the fundamentals of some of the most widely used Python packages for data processing and related data processing problems Use a version control, task management and continuous integration system to enable group interactions and collaborative coding Develop data processing programs that read, transform, analyse and deploy/visualise data Generate project reports and package and document Python programs for demonstration purposes Anaconda Python (https://www.continuum.io/downloads) PyCharm IDE Community Edition (https://www.jetbrains.com/pycharm/) Git Client (https://git-scm.com/downloads)","This course teaches introductory programming within a problem-solving framework applicable to data science. There is an emphasis on designing and writing small programs to solve data science problems that include data processing, data manipulation and data visualisation tasks. Testing and debugging are seen as integral to programming for data science. The course will also teach how to effectively use popular data science libraries for data analysis and manipulation. It will provide skills for tackling the `messiness' of real-world computer systems, libraries and their different versions, and data with a particular focus on solving problems using knowledge available on the Web. The course will be taught using the Python programming language. It will also require students to work collaboratively on software programs using the Git version control system and DevOps tools.","This course teaches introductory programming within a problem-solving framework applicable to data science. There is an emphasis on designing and writing small programs to solve data science problems that include data processing, data manipulation and data visualisation tasks. Testing and debugging are seen as integral to programming for data science. The course will also teach how to effectively use popular data science libraries for data analysis and manipulation. It will provide skills for tackling the `messiness' of real-world computer systems, libraries and their different versions, and data with a particular focus on solving problems using knowledge available on the Web. The course will be taught using the Python programming language. It will also require students to work collaboratively on software programs using the Git version control system and DevOps tools. Describe basic data types, operators, functions and the flow of execution in Python Articulate appropriate Web queries to retrieve existing solutions to programming problems Apply fundamental programming concepts, using the Python high-level general-purpose programming language, to solve data processing problems Critically implement fundamental data structures in Python for data cleaning, indexing, querying, sorting, aggregating and merging operations Appraise the fundamentals of some of the most widely used Python packages for data processing and related data processing problems Use a version control, task management and continuous integration system to enable group interactions and collaborative coding Develop data processing programs that read, transform, analyse and deploy/visualise data Generate project reports and package and document Python programs for demonstration purposes Anaconda Python (https://www.continuum.io/downloads) PyCharm IDE Community Edition (https://www.jetbrains.com/pycharm/) Git Client (https://git-scm.com/downloads)"
"217","anu","Master of Applied Data Analytics","830812","Document Analysis","COMP6490","Differentiate between the basic probabilistic theories of language and document structure, information retrieval, and classification, clustering and document feature engineering. Identify the basic algorithms and software available for probabilistic theories of language and be proficient at using common libraries for natural language processing to perform basic analysis tasks. Index a document collection for use in an information retrieval system. Demonstrate advanced knowledge of basic theories and algorithms to determine large scale named-entity matching and standardization of names within a collection. Perform automated classification using probabilistic theories.","Processing of semi-structured documents such as internet pages, RSS feeds and their accompanying news items, and PDF brochures is considered from the perspective of interpreting the content. This course considers the \document"" and its various genres as a fundamental object for business, government and community. For this, the course covers four broad areas: (A) information retrieval, (B) natural language processing, (C) machine learning for documents, and (D) relevant tools for the Web. Basic tasks here are covered including content collection and extraction, formal and informal natural language processing, information extraction, information retrieval, classification and analysis. Fundamental probabilistic techniques for performing these tasks, and some common software systems will be covered, though no area will be covered in any depth.","Processing of semi-structured documents such as internet pages, RSS feeds and their accompanying news items, and PDF brochures is considered from the perspective of interpreting the content. This course considers the \document"" and its various genres as a fundamental object for business, government and community. For this, the course covers four broad areas: (A) information retrieval, (B) natural language processing, (C) machine learning for documents, and (D) relevant tools for the Web. Basic tasks here are covered including content collection and extraction, formal and informal natural language processing, information extraction, information retrieval, classification and analysis. Fundamental probabilistic techniques for performing these tasks, and some common software systems will be covered, though no area will be covered in any depth. Differentiate between the basic probabilistic theories of language and document structure, information retrieval, and classification, clustering and document feature engineering. Identify the basic algorithms and software available for probabilistic theories of language and be proficient at using common libraries for natural language processing to perform basic analysis tasks. Index a document collection for use in an information retrieval system. Demonstrate advanced knowledge of basic theories and algorithms to determine large scale named-entity matching and standardization of names within a collection. Perform automated classification using probabilistic theories."
"218","anu","Master of Applied Data Analytics","830812","Neural Networks, Deep Learning and Bio-inspired Computing","COMP8420","Compare and select the most appropriate method from: neural, deep learning, fuzzy, evolutionary or hybrid method for any application / data set. Successfully apply that method and analyse the results. Demonstrate an advanced theoretical understanding of the differences between these major bio-inspired computing methods, including the advantages and disadvantages of each.","A neural network is a computational paradigm based on insights from the brain, consisting of many simple processing elements together producing complex computations. Deep learning uses many neural network layers for advanced feature recognition and prediction.","A neural network is a computational paradigm based on insights from the brain, consisting of many simple processing elements together producing complex computations. Deep learning uses many neural network layers for advanced feature recognition and prediction. Compare and select the most appropriate method from: neural, deep learning, fuzzy, evolutionary or hybrid method for any application / data set. Successfully apply that method and analyse the results. Demonstrate an advanced theoretical understanding of the differences between these major bio-inspired computing methods, including the advantages and disadvantages of each."
