Course,Course_code,Unit_code,Unit,Overview,Outcomes,Prerequisite,Prohibition,Corequisite
Bachelor of Applied Data Science,S2010,BIO1022,BIO1022 - Life on Earth,"This unit views the extraordinary diversity of life on Earth through the prism of evolutionary theory and in the context of human and environmental health. You  will examine how animals and plants, through the agents of gene mutation and natural selection, are able to adapt to new and changing environments. … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen their understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. This unit is ideally paired with BIO1011 and/or BIO1042.","Identify and describe the role of biological concepts and processes of evolution, plant and animal physiology, reproduction and life history strategies and core ecological concepts in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts.",,,
Bachelor of Applied Data Science,S2010,MCB2011,MCB2011 - Molecular biology and the cell,"In this unit you will explore the construction, components and maintenance of the cell, focusing on: the similarities and differences between prokaryotic and eukaryotic cells; the properties and functions of membranes; how cells replicate, die, communicate, and form communities; and how cells are genetically programmed.","Relate the structure and composition of cells to their function and explain how mammalian cells differentiate to form tissues and organs.| Explain the roles of different cellular compartments and organelles in cellular functions.| Describe the general principles of gene organisation and the control of gene expression and give examples of how expression is controlled.| Explain how cells communicate with each other and the environment.| Outline the factors that control cell growth, proliferation, differentiation and movement.| Describe the fundamental approaches and uses of recombinant DNA technology.| Demonstrate practical skills in the molecular biology techniques that are used to study DNA, RNA and protein and use online databases to retrieve and analyse information on genes, proteins and molecular processes.| Utilise appropriate microscopy techniques to visualise cells and intracellular organelles.",,,
Bachelor of Applied Data Science,S2010,MCB2022,MCB2022 - The dynamic cell,"In this unit you will study the cell as a dynamic unit capable of responding to environmental, cellular and molecular cues that can result in a range of outcomes such as: motility; movement or rearrangement of internal structures; alterations in the production, processing or disposal of oligonucleotides, proteins and organelles; … For more content click the Read more button below.","Explain the mechanisms that enable cells to move in response to external stimuli.| Discuss the way in which DNA is replicated within the cell, the mechanisms for maintaining DNA integrity and the implications of acquiring errors in the DNA sequence.| Outline the mechanisms that drive gene expression and the way in which gene expression is regulated.| Illustrate how our understanding of cellular and molecular processes is enhanced through the use of animal models, microscopy and laboratory techniques.| Demonstrate skills in laboratory techniques relevant to cell and molecular biology, and the ability to analyse experimental data by integrating concepts and knowledge.| Demonstrate an ability to effectively communicate research findings either orally or in writing with reference to published literature as appropriate.| Work effectively as a member of a team.",,,
Bachelor of Applied Data Science,S2010,BIO1011,BIO1011 - Blueprints for life,"This unit will explore the fundamental processes and patterns common to all life on Earth. It will examine how living organisms grow, develop diverse and complex structures, harness and utilise energy and transmit their life blueprints to the next generation. In this unit, you will progress through fundamental themes in … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen your understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. BIO1011 is ideally paired with BIO1022 and/or BIO1042.","Identify and describe the concepts, processes and practical applications of cell biology, biochemistry, genetics, molecular biology and microbiology in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts",,,
Bachelor of Applied Data Science,S2010,CHM1011,CHM1011 - Chemistry 1,"This unit has been designed such that some previous understanding of chemistry is beneficial, but the unit is underpinned by a support structure for those who are relatively new to the subject. On completion of this unit, you will have gained an understanding of the main chemical principles underpining chemical … For more content click the Read more button below.","Discuss the major trend that construct the periodic table of elements;| Interpret relationships between electronic structure and bonding;| Apply the theories of thermodynamics, dynamic equilibria and chemical kinetics;| Recognise factors which impart polarity molecules;| Foster the acquisition of practical skills by exploiting an inquiry-based approach to the chemistry laboratory experience;| Communicate chemistry, and discuss the social and environmental responsibility of chemists in the global community.",,,
Bachelor of Applied Data Science,S2010,CHM1051,CHM1051 - Chemistry 1 advanced,"This unit has been designed for students who have demonstrated a strong aptitude for chemistry during secondary studies. On completion of this unit, you will be able to apply their understanding of the main chemical principles underpinning chemical elements, chemical reactivity and equilibria. A number of important topics including atomic … For more content click the Read more button below.","Discuss the major trends that construct the periodic table of elements;| Interpret the relationships between electronic structure and bonding;| Apply the theories of thermodynamics, dynamic equilibria and chemical kinetics;| Recognise factors which impart polarity on molecules;| Foster the acquisition of practical skills by exploiting an inquiry-based approach to the chemistry laboratory experience;| Formulate hypotheses and design chemical experiments to synthesise and collect unique data using a range of sophisticated apparatus and technologies;| Apply recognised methods for interpreting chemical data;| Communicate chemistry, and discuss the social and environmental responsibility of chemists in the global community.",,,
Bachelor of Applied Data Science,S2010,PHS1001,PHS1001 - Foundation physics,"The unit introduces fundamental principles of Newtonian mechanics, electricity and magnetism, waves and oscillations, and quantum physics. The unit explores these concepts in the context of current technology in areas such as transportation and communication. You will also discover how these ideas link to current research in Physics. The unit … For more content click the Read more button below.","Explain and understand concepts taught in the unit such as force, energy, work, and wave propagation;| Apply their knowledge to solve problems related to these concepts;| Evaluate and appraise novel situations in terms of mechanics, electric and magnetic fields, and waves;| Execute experiments involving simple apparatus and analyse, interpret and evaluate the results arising from them;| Communicate results of others and one's own experimentations in a scientific form.",,,
Bachelor of Applied Data Science,S2010,PHS1011,PHS1011 - Classical physics and relativity,"In this unit, you will build on your knowledge of classical (non-quantum) physics related to concepts of motion, forces, momentum and energy; including their application to oscillations, waves and thermal physics. You will also investigate the limits of applicability of classical (non-relativistic) concepts of motion where the ideas of special … For more content click the Read more button below.
You will explore these concepts in the context of current technology in areas such as transportation and communication and you will also discover how these ideas link to current research in physics.
This unit will also introduce you to concepts of experimental design, measurement and analysis that form the basis of the evidence-based approach that is the foundation of scientific discoveries and theories.","Explain and understand concepts taught in the unit such as force, energy, work, and wave propagation;| Apply their knowledge to solve problems related to these concepts;| Evaluate and appraise novel situations in terms of mechanics, thermodynamics, waves and relativity;| Execute experiments and analyse, interpret and evaluate the results arising from them;| Present and communicate results of others and one's own experimentations in a scientific form.",,,
Bachelor of Applied Data Science,S2010,BIO1022,BIO1022 - Life on Earth,"This unit views the extraordinary diversity of life on Earth through the prism of evolutionary theory and in the context of human and environmental health. You  will examine how animals and plants, through the agents of gene mutation and natural selection, are able to adapt to new and changing environments. … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen their understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. This unit is ideally paired with BIO1011 and/or BIO1042.","Identify and describe the role of biological concepts and processes of evolution, plant and animal physiology, reproduction and life history strategies and core ecological concepts in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts.",,,
Bachelor of Applied Data Science,S2010,CHM1022,CHM1022 - Chemistry 2,"You will explore the behaviour and characteristics of chemicals through a number of interesting case studies incorporating a range of significant biological and synthetic molecules. Along the way, you will discuss the formation of inorganic coordination complexes and investigate their role in colour and magnetism, and metals in biological systems. … For more content click the Read more button below.","Demonstrate a basic understanding of chemical nomenclature;| Describe the classification, structure and properties of a wide range of organic compounds;| Discuss the properties of transition elements;| Describe a wide range of coordination compounds and their structures;| Employ spectroscopy analysis to investigate molecular structure;| Foster practical skills by exploiting an inquiry-based approach to the chemistry laboratory experience;| Communicate chemistry, and discuss the social and environmental responsibility of chemists in the global community.",,,
Bachelor of Applied Data Science,S2010,CHM1052,CHM1052 - Chemistry 2 advanced,"This unit has been designed for students who have demonstrated a strong aptitude for chemistry during secondary and/or tertiary studies. In this unit, you will exploit your understanding of general and physical chemistry discussed in CHM1051 to explore the characteristics of chemicals through a number of interesting case studies incorporating … For more content click the Read more button below.","Demonstrate a basic understanding of chemical nomenclature;| Describe the classification, bonding, structure, properties and reactions of a wide range of organic compounds;| Discuss the properties of transition elements;| Describe a wide range of coordination compounds and their structures;| Apply recognised methods for interpreting chemical data;| Formulate hypotheses and design chemical experiments to synthesise and collect unique data using a range of sophisticated apparatus and technologies;| Foster the acquisition of practical skills by exploiting an inquiry-based approach to the chemistry laboratory experience;| Communicate chemistry, and discuss the social and environmental responsibility of chemists in the global community.",,,
Bachelor of Applied Data Science,S2010,PHS1002,PHS1002 - Physics for engineering,"This unit relates key principles of physics to engineering and technology, and shows how physics, including quantum and nano-science, creates useful new technologies. Energy, momentum and angular momentum: planetary orbits, rocket propulsion, precession, flywheels. Electromagnetism and light. Quantum physics: Uncertainty principle, wave functions, atomic force microscope, lasers, stimulated emission. The … For more content click the Read more button below.","Identify the basic principles of physics in typical simple situations relevant to engineering, and correctly apply them| Apply energy and momentum methods to analyse motion of systems| Explain behaviours involving electromagnetism and do appropriate analysis and calculations| Explain, and apply, basic quantum principles to, situations which are relevant in engineering and technology contexts; do appropriate analysis and calculations| Demonstrate an ability to describe and explain advanced techniques used in relevant engineering or physics contexts| Make reliable measurements, estimate uncertainties, analyse, evaluate and interpret data in cases appropriate to engineering and related to the theory studied| Show an improved ability to work in teams and to communicate and discuss physics concepts, measurements and applications related to engineering and developments in technologies| Approach new problems and find solutions on the basis of general principles, and evaluate the appropriateness of their proposed models or solutions.",,,
Bachelor of Applied Data Science,S2010,PHS1022,PHS1022 - Fields and quantum physics,"This unit forms part of main-stream physics and provides foundations in rotational dynamics, the gravitational field, electrostatics, magnetism and quantum physics. Together these topics underpin interactions in our universe at sub-atomic to cosmic scales. Electrostatics explores the electric field, potential and energy for various situations, and the behaviour of capacitors … For more content click the Read more button below.","Explain and understand concepts taught in the unit such as fields, electromagnetic phenomena, and quantum mechanics;| Apply their knowledge to solve problems related to these concepts;| Evaluate and appraise novel situations in terms of fields, electrostatics, magnetic interaction and quantum effects;| Execute experiments involving simple apparatus and analyse, interpret and evaluate the results arising from them;| Present and communicate results of others and one's own experimentations in a scientific form.",,,
Bachelor of Applied Data Science,S2010,PHY2011,"PHY2011 - Neuroscience of communication, sensory and control systems","This unit studies how the cells in our body communicate to each other, using fast and slow response systems, and how our bodies use these systems to gain information about the world through our senses and then respond using the muscle systems of our limbs and internal organs and the … For more content click the Read more button below.","Identify the structures of the nervous, sensory, muscular and endocrine systems;| Explain how physiological systems function to detect, communicate, analyse and respond to stimuli under normal conditions;| Apply knowledge of these physiological systems to determine how they respond to changes in physiological states under normal activity (e.g., exercise) or environmental demands (e.g., living in cold condition;| Predict how perturbations to physiological systems, such as diseases and normal ageing, effect their functioning;| Accurately perform common biomedical calculations used in research;| Collect, analyse, and interpret experimental data while considering variability inherent in working with biological tissue.",,,
Bachelor of Applied Data Science,S2010,PHY2032,PHY2032 - Human physiology: Hormonal and digestive systems,"This unit examines how the endocrine system controls complex body functions. The content of this unit will be presented to you by way of four discrete topics. Topic one covers general characteristics of hormonal control systems, together with the endocrine regulation of metabolism, stress, growth and calcium homeostasis. Topic two … For more content click the Read more button below.","Describe the structure and function of the digestive, endocrine and reproductive systems of the body;| Explain how these body systems integrate with nutrition, growth and development;| Use specific examples of adaptations or dysfunction of these body systems to explain their normal functions;| Work in groups to complete a project, including experimental procedures in laboratory classes;| Demonstrate physiology laboratory skills, including data analysis and presentation;| Communicate scientific information via a variety of media/presentation styles.",,,
Bachelor of Applied Data Science,S2010,PHY2042,PHY2042 - Body systems physiology,"The focus for this unit is 'homeostasis': how the body maintains a normal internal environment for optimal function. You will examine the roles of three major body systems that are vital for homeostasis: the respiratory system and gas exchange, the cardiovascular system and delivery of blood and nutrients, and the … For more content click the Read more button below.","Describe the structure and function of the cardiovascular, respiratory and renal systems of the body;| Explain how these body systems integrate in a way that facilitates maintenance of homeostasis and responses to challenges such as exercise and blood loss;| Evaluate how altered structure and/or function of these body systems may lead to disease;| Apply evidence from experimental and clinical observations to generate knowledge of physiological principles;| Perform physiology laboratory techniques, including calculation of drug concentrations, the use of stimulating electrodes and physiological data acquisition systems and the tabulation and graphing of experimental data;| Communicate experimental observations and the conclusions drawn from them in the form of written practical reports.",,,
Bachelor of Applied Data Science,S2010,ATS1338,ATS1338 - Linguistics and English language: Analysing communication,"We spend an extraordinary amount of our time using language. In an average day, the number of words we come into contact with can be as high as 100,000. Small wonder linguistics, the scientific investigation of language, is such a fast growing and important field of study. In this unit, … For more content click the Read more button below.","outline the speech sounds of English and other languages, and how they are produced;| identify the components of words and how they interact;| use a range of conventions for writing down sounds and words;| discuss some key elements of linguistic, social and cultural diversity;| engage in informed debates on the use of English as an international language, and on linguistic variation in a global context;| discuss how the knowledge gained in the unit to can be applied to various professional contexts. ",,,
Bachelor of Applied Data Science,S2010,ATS1339,ATS1339 - Linguistic structure and language diversity,"There are 7,000+ living languages in the world, each of which have their own structures, communities of users and cultures. In this unit we explore this diversity. Drawing on data from English and a range of other languages, we investigate the grammatical life of words — how they are built … For more content click the Read more button below.","identify the structural building blocks of human language;| apply the analytical tools acquired in the unit to examine the structure of sentences in a range of languages;| describe how cognitive and cultural factors affect language structures and their interpretation;| discuss the major linguistic, ideological, sociocultural and pedagogical implications of the global spread of English;| discuss the applications for knowledge gained in the unit in applied fields, such as language acquisition and forensic linguistics.",,,
Bachelor of Applied Data Science,S2010,ATS2274,"ATS2274 - Languages, cultures and interaction in Asia","The unit brings four major Asian languages (Chinese, Indonesian, Japanese and Korean) together in one classroom to explore and understand them through comparative perspectives. This unit provides an introduction to the diversity of Asian languages including how they operate in context, how they relate to linguistic theories and concepts, how … For more content click the Read more button below.","Comparatively assess four major Asian languages – Chinese, Indonesian, Japanese and Korean;| Critically engage with and respond to existing research literature and approaches;| Conduct interdisciplinary research in order to shed light on society, culture and interaction in Asian contexts;| Communicate research findings orally and in writing;| Collaborate with other students in order to gain a broader perspective on the different languages and cultures under examination. ",,,
Bachelor of Applied Data Science,S2010,ATS2668,ATS2668 - Structure in the languages of the world,The unit introduces students to the grammatical phenomena found in a wide range of languages and to the basic tools for their analysis and description. The unit combines the investigation of morpho-syntax with an enquiry into linguistic typology and universals. It introduces and evaluates different theoretical approaches to morpho-syntactic analysis.,identify and describe structural phenomena in a variety of different languages;| identify cross-linguistic patterns in morpho-syntax and discuss claims of universality;| apply different theoretical approaches to the analysis of language using the relevant terminology;| assess evidence supporting various theories and thereby evaluate these theories;| read and understand grammatical descriptions of languages and discussions of grammatical phenomena in the linguistic literature;| use analytic and interpretive skills in dealing with language data,,,
Bachelor of Applied Data Science,S2010,ATS2669,ATS2669 - Phonetics and phonology: The science of speech sounds,"The study of speech sounds is essential to industries such as: speech recognition and AI; forensic linguistics; speech pathology; education; and more. This unit begins by exploring how the wide variety of sounds of spoken languages around the world are produced in the vocal tract, and how linguists transcribe these … For more content click the Read more button below.
We then investigate how speech sounds are organised in the mind and are used to convey meaning. Sounds will change depending on where they appear, and this is critical for comprehending and producing speech, as well as processing written forms for reading and spelling (e.g. English ‘p’ is pronounced very differently at the start and the end a word).
Students may then select from a range of focused modules to apply this foundational knowledge to particular contexts, including: the justice system (forensic phonetics); AI and speech recognition (computational linguistics); child language  acquisition (psycholinguistics); language change (historical linguistics); the different sounds of Englishes around the world (world Englishes); race, gender and implicit bias (sociophonetics).","Identify how speech sounds are produced in spoken languages around the world| Recognise how speech sounds are represented using the International Phonetic Alphabet;| Explore the ways in which the speech sounds of a language vary across time and space or between users;| Apply phonetic and phonological insights to practical problems in areas such as forensics, computational linguistics and sociophonetics.","ATS1339, ATS1338",ATS3669,
Bachelor of Applied Data Science,S2010,ATS2769,ATS2769 - Englishes around the world,"The world-wide spread of English has led to the development of new perceptions and practices of the English language, known as world Englishes. Communication in English in the 21st century takes place among speakers of world Englishes. This unit explores the historical background, linguistic features and current transcultural practices among … For more content click the Read more button below.",Describe and identify the history and features of different Englishes around the world;| Reflect on the use and practice of world Englishes in personal and professional contexts;| Review critically relevant literature on issues of world Englishes;| Critically assess the implications of world Englishes for transcultural and transmediated communication around the world.,,,
Bachelor of Applied Data Science,S2010,ATS3325,ATS3325 - Multimodal communication and cognition,"The unit investigates the multimodal nature of language and its implication for cognition. Multimodality characterizes any kind of communication practice that draws on linguistic, aural, textual, spatial and visual resources to compose messages. We consider the interaction of spoken language and speech-accompanying gesture, the role of gesture in child language … For more content click the Read more button below.","Analyse the role and nature of multimodality in communication;| Explain a range of theoretical and methodological approaches to studying multimodal language and cognition;| Critically evaluate different approaches to representing multimodal data and apply these skills to a small data set of your own choosing;| Design a research proposal, including research questions and appropriate methods for a small independent project in an area of your own choosing.","ATS2669, ATS2668",,
Bachelor of Applied Data Science,S2010,MKC1200,MKC1200 - Principles of marketing,Have you ever wondered what marketing is all about? This unit is designed to introduce students to the essential elements of marketing. It encompasses marketing's role in a dynamic business environment and leads students to understand how organisations use the principles of marketing to meet the needs of their customers … For more content click the Read more button below.,describe key marketing concepts| recognise the applications of these key marketing concepts in real-life situations| discuss how these key marketing concepts can be used in analysing a range of marketing problems| demonstrate how marketing helps organisations to satisfy their customers' needs and wants.,,"MKF1120, MKW1120, MKB1700",
Bachelor of Applied Data Science,S2010,MKC2130,MKC2130 - Marketing decision analysis,"In the current information age, the value of marketing analytics in decision making is enormous. The Marketing Decision Analysis unit aims to provide students with the analytical knowledge and reasoning skills to analyse data, evaluate strategies and develop optimal decisions for a range of marketing issues. Students will be exposed … For more content click the Read more button below.","equip students with the knowledge of a range of marketing metrics and models and an ability to apply them to analyse marketing scenarios, phenomenon, issues and problems| develop a capability to interpret metrics and model outcomes, evaluate strategies and develop managerial recommendation| recognise the strengths and limitations of various metrics and models.","ETC1000, MKC1200",MKF2131,
Bachelor of Applied Data Science,S2010,MKC2500,MKC2500 - Marketing research analysis,"This unit introduces sample survey methods, statistical techniques for the analysis of survey data and also introduces qualitative research techniques. It provides you with the knowledge and skills required to understand the role research methods play in problem identification, decision making, strategy development, marketing planning and the evaluation of marketing … For more content click the Read more button below.",describe the steps in planning and implementing marketing research projects| demonstrate the skills and competencies required to conduct both qualitative and quantitative marketing research| demonstrate the skills required to analyse and interpret sample data| understand the role and importance of marketing research within organisations| communicate the results of marketing research projects.,"FIT1006, ETC1000, SCI1020, ETF1100, STA1010, ETW1001, ETX1100, ETB1100, MKB1700, MKC1200, MKF1120, MKW1120","MKF2121, MKW2420, MKB2705",
Bachelor of Applied Data Science,S2010,MKC3500,MKC3500 - Survey data analysis,"In today's dynamic business environment, organisations are eager to work with people who have strong problem-solving skills based on sound research practices. Building on prior knowledge of marketing research, this unit will enable you to strengthen your research and critical thinking skills using advanced statistical techniques. You will use statistical … For more content click the Read more button below.","state clearly the research problem and associated research questions| design comprehensive survey instruments| demonstrate a logical argument in hypotheses development, analysis and data interpretation on the basis of scientific reasoning| understand the relevant quantitative techniques used in marketing research| communicate and present research findings in oral and written form with clarity and conciseness.","MKC2500, MKF2121, MKS2420, MKB2705, MKW2420","ETC3500, ETF3500",
Bachelor of Applied Data Science,S2010,FIT2081,FIT2081 - Mobile application development,This unit introduces an industrial strength programming language (with supporting software technologies and standards) and object-oriented application development in the context of mobile application development for smartphones and tablets. The approach is strictly application driven. Students will learn the syntax and semantics of the chosen language and its supporting technologies … For more content click the Read more button below.,"Perform object oriented design and coding to create, test and debug non-trivial, working mobile applications that are maintainable and use the best practices of the development platform;| Upload these applications to an appropriate marketplace;| Describe the current software technologies and standards used in mobile application development;| Describe the current platform and ecosystem landscape in the mobile application space.",,FZA2081,
Bachelor of Applied Data Science,S2010,FIT2095,FIT2095 - e-Business software technologies,"Non-B2B e-Business applications are now mostly developed for Web and mobile platforms. With the advent of mobile Web apps a set of technologies and techniques has emerged that are shared by both Web and mobile application development. This unit introduces, explains and uses these technologies and techniques to build basic … For more content click the Read more button below.","Describe the current technological options with respect to e-business application development and the most likely trends going forward;| Analyse and debug existing e-Business applications;| Design, code and test basic e-Business applications using current industrial strength techniques;| Describe and use some of the core APIs used in e-Business applications;| Apply good programming practices in accordance with industry standards and professional ethics.","FIT1045, FIT1051, FIT1053, FIT1048",,
Bachelor of Applied Data Science,S2010,FIT3175,FIT3175 - Usability,"This unit explores the underpinning theories, principles and practices of interface design to achieve usable computer-based systems. It examines issues in the design of system interfaces from a number of perspectives: user, programmer, designer. It explores the application of the relevant theories in practice. The unit will cover topics such … For more content click the Read more button below.","Explain the theories and principles of usability as applied to interface and interaction design;| Apply usability principles to the design of interfaces for Web, small screen and mobile devices;| Design an interface for user diversity and accessibility;| Employ user-centred design;| Evaluate an interface and interaction design.","FIT2085, FIT1048, FIT1051, FIT1045, FIT1053",,
Bachelor of Applied Data Science,S2010,FIT3178,FIT3178 - iOS app development,"This unit focuses on the design, development and deployment of mobile apps for iOS using the Swift programming language. Students will learn best practices for iOS development using native frameworks and common design patterns. The unit will explore areas such as mobile UI design, data storage, web services and networking, … For more content click the Read more button below.","Describe the feasibility and technical challenges of creating iOS apps using UIKit and associated technologies;| Analyse mobile interface guidelines and technical constraints to design effective navigation and user interfaces for mobile apps;| Apply common object-oriented design patterns such as Model-View-Controller and Delegation; and| Follow iOS best practices to design, construct and test non-trivial iOS apps with a web service component.","FIT1051, FIT1048, FIT1045, FIT2085, FIT1053",,
Bachelor of Applied Data Science,S2010,PHS1011,PHS1011 - Classical physics and relativity,"In this unit, you will build on your knowledge of classical (non-quantum) physics related to concepts of motion, forces, momentum and energy; including their application to oscillations, waves and thermal physics. You will also investigate the limits of applicability of classical (non-relativistic) concepts of motion where the ideas of special … For more content click the Read more button below.
You will explore these concepts in the context of current technology in areas such as transportation and communication and you will also discover how these ideas link to current research in physics.
This unit will also introduce you to concepts of experimental design, measurement and analysis that form the basis of the evidence-based approach that is the foundation of scientific discoveries and theories.","Explain and understand concepts taught in the unit such as force, energy, work, and wave propagation;| Apply their knowledge to solve problems related to these concepts;| Evaluate and appraise novel situations in terms of mechanics, thermodynamics, waves and relativity;| Execute experiments and analyse, interpret and evaluate the results arising from them;| Present and communicate results of others and one's own experimentations in a scientific form.",,,
Bachelor of Applied Data Science,S2010,PHS1001,PHS1001 - Foundation physics,"The unit introduces fundamental principles of Newtonian mechanics, electricity and magnetism, waves and oscillations, and quantum physics. The unit explores these concepts in the context of current technology in areas such as transportation and communication. You will also discover how these ideas link to current research in Physics. The unit … For more content click the Read more button below.","Explain and understand concepts taught in the unit such as force, energy, work, and wave propagation;| Apply their knowledge to solve problems related to these concepts;| Evaluate and appraise novel situations in terms of mechanics, electric and magnetic fields, and waves;| Execute experiments involving simple apparatus and analyse, interpret and evaluate the results arising from them;| Communicate results of others and one's own experimentations in a scientific form.",,,
Bachelor of Applied Data Science,S2010,PHS1022,PHS1022 - Fields and quantum physics,"This unit forms part of main-stream physics and provides foundations in rotational dynamics, the gravitational field, electrostatics, magnetism and quantum physics. Together these topics underpin interactions in our universe at sub-atomic to cosmic scales. Electrostatics explores the electric field, potential and energy for various situations, and the behaviour of capacitors … For more content click the Read more button below.","Explain and understand concepts taught in the unit such as fields, electromagnetic phenomena, and quantum mechanics;| Apply their knowledge to solve problems related to these concepts;| Evaluate and appraise novel situations in terms of fields, electrostatics, magnetic interaction and quantum effects;| Execute experiments involving simple apparatus and analyse, interpret and evaluate the results arising from them;| Present and communicate results of others and one's own experimentations in a scientific form.",,,
Bachelor of Applied Data Science,S2010,PHS1002,PHS1002 - Physics for engineering,"This unit relates key principles of physics to engineering and technology, and shows how physics, including quantum and nano-science, creates useful new technologies. Energy, momentum and angular momentum: planetary orbits, rocket propulsion, precession, flywheels. Electromagnetism and light. Quantum physics: Uncertainty principle, wave functions, atomic force microscope, lasers, stimulated emission. The … For more content click the Read more button below.","Identify the basic principles of physics in typical simple situations relevant to engineering, and correctly apply them| Apply energy and momentum methods to analyse motion of systems| Explain behaviours involving electromagnetism and do appropriate analysis and calculations| Explain, and apply, basic quantum principles to, situations which are relevant in engineering and technology contexts; do appropriate analysis and calculations| Demonstrate an ability to describe and explain advanced techniques used in relevant engineering or physics contexts| Make reliable measurements, estimate uncertainties, analyse, evaluate and interpret data in cases appropriate to engineering and related to the theory studied| Show an improved ability to work in teams and to communicate and discuss physics concepts, measurements and applications related to engineering and developments in technologies| Approach new problems and find solutions on the basis of general principles, and evaluate the appropriateness of their proposed models or solutions.",,,
Bachelor of Applied Data Science,S2010,PHS2061,PHS2061 - Quantum and thermal physics,"Quantum physics is at the core of physics and this unit provides a basis for understanding key quantum concepts, applications and associated phenomena. Thermal physics aims to understand how energy resides in matter as thermal energy, how energy moves irreversibly as heat between bodies at different temperatures, and how heat … For more content click the Read more button below.

Quantum mechanics: the domain of quantum mechanics; particle and wave description; the Schrodinger equation, energy, momentum and angular momentum as operators, expectation values and stationary states; one-dimensional scattering and potentials, including the quantum oscillator, quantum mechanical tunnelling and quantum technologies; Heisenberg's uncertainty principle.
Thermal physics: review of heat, work and internal (thermal) energy, phase transitions, latent heats and heat capacities; the inadequacy of heat capacities as a basis for thermometry; statistical descriptions of a macroscopic physical system: microstates, macrostates, multiplicity and entropy; the second law of thermodynamics; absolute temperature related to entropy; pressure related to entropy; review of PV diagrams and work in thermodynamics, especially as applied to ideal gases; adiabatic and isothermal processes; introduction to engines and the Carnot cycle; examples of thermodynamic cycles in applications; heat pumps and refrigerators; the Helmholtz free energy and an introduction to the Maxwell-Boltzmann distribution, the exponential atmosphere and Boltzmann factors; inter alia Maxwell's daemon, the thermodynamics of computation and the heat death of the Universe.
","Describe and perform calculations appropriate to key concepts in quantum mechanics, including the foundations of quantum mechanics and a wide variety of quantum systems in 1D, 2D and 3D;| Describe and perform calculations related to thermal physics and statistical thermodynamics, including a foundational understanding of temperature, energy, heat and work, and its applications to heat pumps and engines, entropy and information;| Apply numerical modelling to solve problems in quantum mechanics and thermal physics;| Demonstrate awareness of scientific computing methods and visualization;| Acquire, manipulate and interpret physical data and write scientific log books and lab reports.",,,
Bachelor of Applied Data Science,S2010,PHS2062,PHS2062 - Electromagnetism and optics,"Electromagnetism and optics fundamentally underpin such modern communication technologies as radio, cellular phones, GPS, Wi-Fi, laser and optical fibres.
1. Electromagnetism: classical electromagnetic theory; Maxwell's equations; Gauss's law; Faraday's law; Ampere-Maxwell law; electric and magnetic fields in vacuum; electrodynamics.
2. Optics: geometric ray tracing; optical cavities; electromagnetic waves; Gaussian beam … For more content click the Read more button below.","Explain and apply the key concepts of electricity, magnetism and optics to a variety of phenomena.| Demonstrate awareness of scientific computing methods and visualisation techniques for modelling physical systems, and use computers as a tool to solve problems in optics and electromagnetism.| Use modern instruments and methods to acquire, manipulate and interpret physical data, and draw evidence based conclusions.| Write scientific reports at a level suitable for publication.",,,
